date,latitude,longitude,wind_speed_kmh,pressure_hpa,rainfall_mm,humidity_percent,wave_height_m,storm_surge_m,cyclone_category,landfall_occurred,storm_name,city,province,deaths,people_affected
2020-09-13,25.1227,62.3255,28.0,1005.1,6.1,70.0,0.6,0.4,0,0,None,Gwadar,Balochistan,0,0
2020-09-17,24.656,68.837,36.6,1017.0,0.0,65.7,1.0,0.2,0,0,None,Badin,Sindh,0,0
2020-09-21,24.7461,67.9239,27.9,1010.0,0.0,72.3,1.0,0.2,0,0,None,Thatta,Sindh,0,0
2020-09-25,24.8607,67.0011,25.2,1012.1,0.0,66.6,1.0,0.5,0,0,None,Karachi,Sindh,0,0
2020-09-29,25.21,64.64,10.4,1014.6,0.0,63.1,1.2,0.4,0,0,None,Ormara,Balochistan,0,0
2020-10-03,25.1227,62.3255,36.7,1006.6,0.0,67.5,0.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2020-10-05,25.0946,62.3882,76.8,990.7,36.7,75.7,3.9,0.9,1,0,Cyclone Kyarr remnants,Gwadar,Balochistan,0,1500
2020-10-06,25.2151,62.3217,61.9,993.5,29.4,78.7,3.7,0.7,1,0,Cyclone Kyarr remnants,Gwadar,Balochistan,0,1500
2020-10-07,24.656,68.837,13.7,1017.5,12.9,63.3,1.4,0.4,0,0,None,Badin,Sindh,0,0
2020-10-07,25.1731,62.2853,49.2,995.3,19.5,76.7,3.1,1.0,1,0,Cyclone Kyarr remnants,Gwadar,Balochistan,0,1500
2020-10-11,24.7461,67.9239,29.6,1017.0,0.0,72.0,0.5,0.2,0,0,None,Thatta,Sindh,0,0
2020-10-15,24.8607,67.0011,12.2,1009.5,0.0,65.0,0.9,0.4,0,0,None,Karachi,Sindh,0,0
2020-10-19,25.21,64.64,17.5,1012.2,0.0,73.4,0.8,0.5,0,0,None,Ormara,Balochistan,0,0
2020-10-23,25.1227,62.3255,37.8,1017.8,0.0,55.3,1.0,0.1,0,0,None,Gwadar,Balochistan,0,0
2020-10-27,24.656,68.837,30.7,1011.9,1.9,59.5,1.4,0.1,0,0,None,Badin,Sindh,0,0
2020-10-31,24.7461,67.9239,26.8,1013.5,10.4,70.0,0.7,0.3,0,0,None,Thatta,Sindh,0,0
2020-11-02,24.8272,67.0192,87.8,985.4,57.4,83.5,4.5,1.4,1,0,Cyclone Gati,Karachi,Sindh,3,8000
2020-11-03,24.8335,67.0814,79.7,987.2,49.4,75.8,4.6,1.0,1,0,Cyclone Gati,Karachi,Sindh,0,8000
2020-11-04,25.21,64.64,10.6,1017.3,0.0,59.1,1.1,0.1,0,0,None,Ormara,Balochistan,0,0
2020-11-04,24.8368,67.0358,60.9,991.9,36.2,75.9,4.0,0.6,1,0,Cyclone Gati,Karachi,Sindh,0,8000
2020-11-08,25.1227,62.3255,15.9,1011.2,0.0,66.1,1.4,0.4,0,0,None,Gwadar,Balochistan,0,0
2020-11-12,24.656,68.837,13.3,1009.8,0.0,61.0,1.1,0.3,0,0,None,Badin,Sindh,0,0
2020-11-16,24.7461,67.9239,28.8,1014.1,0.0,61.9,0.7,0.2,0,0,None,Thatta,Sindh,0,0
2020-11-20,24.8607,67.0011,20.6,1006.1,0.0,65.1,0.6,0.2,0,0,None,Karachi,Sindh,0,0
2020-11-24,25.21,64.64,25.3,1013.9,0.0,68.4,1.1,0.3,0,0,None,Ormara,Balochistan,0,0
2020-11-28,25.1227,62.3255,20.6,1013.9,0.0,58.7,0.6,0.5,0,0,None,Gwadar,Balochistan,0,0
2020-12-02,24.656,68.837,20.2,1015.9,0.0,65.7,1.3,0.4,0,0,None,Badin,Sindh,0,0
2020-12-06,24.7461,67.9239,18.8,1006.3,0.0,75.3,0.6,0.3,0,0,None,Thatta,Sindh,0,0
2020-12-10,24.8607,67.0011,36.6,1014.2,0.0,61.2,1.4,0.3,0,0,None,Karachi,Sindh,0,0
2020-12-14,25.21,64.64,17.3,1011.2,0.0,74.9,0.5,0.5,0,0,None,Ormara,Balochistan,0,0
2020-12-18,25.1227,62.3255,21.7,1016.0,0.0,73.6,0.6,0.1,0,0,None,Gwadar,Balochistan,0,0
2020-12-22,24.656,68.837,34.9,1005.9,6.5,55.3,1.2,0.3,0,0,None,Badin,Sindh,0,0
2020-12-26,24.7461,67.9239,34.2,1011.9,0.0,63.8,1.3,0.3,0,0,None,Thatta,Sindh,0,0
2020-12-30,24.8607,67.0011,26.0,1008.7,0.0,60.4,0.8,0.5,0,0,None,Karachi,Sindh,0,0
2021-01-03,25.1227,62.3255,29.6,1007.2,0.0,76.1,0.5,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-01-07,24.656,68.837,10.6,1013.4,10.0,78.0,0.9,0.1,0,0,None,Badin,Sindh,0,0
2021-01-11,24.7461,67.9239,19.8,1009.2,2.3,69.3,1.2,0.5,0,0,None,Thatta,Sindh,0,0
2021-01-15,24.8607,67.0011,36.8,1007.1,9.4,65.5,0.9,0.3,0,0,None,Karachi,Sindh,0,0
2021-01-19,25.21,64.64,30.4,1015.1,0.0,67.6,0.9,0.4,0,0,None,Ormara,Balochistan,0,0
2021-01-23,25.1227,62.3255,14.2,1012.9,0.0,61.9,1.0,0.5,0,0,None,Gwadar,Balochistan,0,0
2021-01-27,24.656,68.837,18.8,1012.6,0.0,56.9,1.1,0.3,0,0,None,Badin,Sindh,0,0
2021-01-31,24.7461,67.9239,25.3,1009.7,3.8,64.7,0.4,0.2,0,0,None,Thatta,Sindh,0,0
2021-02-04,25.21,64.64,21.0,1014.7,6.9,74.3,1.3,0.4,0,0,None,Ormara,Balochistan,0,0
2021-02-08,25.1227,62.3255,25.3,1014.1,0.0,66.2,1.5,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-02-12,24.656,68.837,27.3,1005.8,0.0,61.5,0.3,0.3,0,0,None,Badin,Sindh,0,0
2021-02-16,24.7461,67.9239,25.8,1009.4,7.3,71.5,1.5,0.2,0,0,None,Thatta,Sindh,0,0
2021-02-20,24.8607,67.0011,37.1,1005.3,0.0,76.0,1.1,0.3,0,0,None,Karachi,Sindh,0,0
2021-02-24,25.21,64.64,16.0,1015.1,0.0,65.1,1.5,0.3,0,0,None,Ormara,Balochistan,0,0
2021-02-28,25.1227,62.3255,36.2,1009.6,0.0,59.8,0.7,0.4,0,0,None,Gwadar,Balochistan,0,0
2021-03-04,25.21,64.64,12.4,1012.9,0.0,72.2,0.5,0.3,0,0,None,Ormara,Balochistan,0,0
2021-03-08,25.1227,62.3255,27.8,1007.8,0.0,77.4,1.5,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-03-12,24.656,68.837,38.8,1009.1,0.0,77.8,0.5,0.3,0,0,None,Badin,Sindh,0,0
2021-03-16,24.7461,67.9239,29.0,1013.2,0.0,68.6,0.5,0.1,0,0,None,Thatta,Sindh,0,0
2021-03-20,24.8607,67.0011,23.3,1007.2,0.0,73.7,1.2,0.4,0,0,None,Karachi,Sindh,0,0
2021-03-24,25.21,64.64,38.9,1013.6,0.0,72.3,1.1,0.4,0,0,None,Ormara,Balochistan,0,0
2021-03-28,25.1227,62.3255,12.6,1015.3,0.0,56.3,1.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2021-04-01,24.7461,67.9239,39.9,1007.1,0.0,57.5,1.2,0.2,0,0,None,Thatta,Sindh,0,0
2021-04-05,24.8607,67.0011,38.1,1015.9,7.9,71.7,1.4,0.2,0,0,None,Karachi,Sindh,0,0
2021-04-09,25.21,64.64,11.9,1016.0,0.0,62.0,0.5,0.4,0,0,None,Ormara,Balochistan,0,0
2021-04-13,25.1227,62.3255,38.9,1011.9,0.0,66.1,1.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2021-04-17,24.656,68.837,31.5,1011.7,0.0,60.4,0.8,0.2,0,0,None,Badin,Sindh,0,0
2021-04-21,24.7461,67.9239,21.5,1015.0,0.0,62.6,0.9,0.5,0,0,None,Thatta,Sindh,0,0
2021-04-25,24.8607,67.0011,24.6,1010.6,4.0,79.0,0.5,0.3,0,0,None,Karachi,Sindh,0,0
2021-04-29,25.21,64.64,33.7,1009.6,13.3,56.9,0.3,0.2,0,0,None,Ormara,Balochistan,0,0
2021-05-03,25.1227,62.3255,13.9,1012.1,0.0,75.4,1.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2021-05-07,24.656,68.837,21.1,1017.2,0.0,65.1,1.0,0.5,0,0,None,Badin,Sindh,0,0
2021-05-11,24.7461,67.9239,24.1,1009.2,6.7,77.0,0.3,0.4,0,0,None,Thatta,Sindh,0,0
2021-05-14,24.8828,66.9574,182.9,950.5,116.7,84.2,6.6,0.8,4,0,Cyclone Tauktae,Karachi,Sindh,8,50000
2021-05-15,24.8607,67.0011,11.6,1017.7,0.0,60.9,0.5,0.2,0,0,None,Karachi,Sindh,0,0
2021-05-15,24.9556,67.0321,160.1,952.3,102.5,86.1,6.1,0.4,4,0,Cyclone Tauktae,Karachi,Sindh,0,50000
2021-05-15,24.7461,68.8795,163.6,955.1,103.6,91.3,7.4,0.6,4,0,Cyclone Tauktae,Badin,Sindh,5,30000
2021-05-16,24.5626,68.8889,143.5,958.3,83.0,88.7,6.5,0.9,4,0,Cyclone Tauktae,Badin,Sindh,0,30000
2021-05-16,24.7877,66.908,129.3,957.0,85.2,87.0,5.0,1.5,4,0,Cyclone Tauktae,Karachi,Sindh,0,50000
2021-05-16,24.7629,68.0082,150.5,960.1,87.1,83.3,6.9,0.7,3,0,Cyclone Tauktae,Thatta,Sindh,3,20000
2021-05-17,24.5848,68.8647,112.1,960.3,71.8,84.1,4.4,0.8,4,0,Cyclone Tauktae,Badin,Sindh,0,30000
2021-05-18,24.5885,68.768,87.6,964.6,51.3,78.6,4.7,1.5,4,0,Cyclone Tauktae,Badin,Sindh,0,30000
2021-05-19,25.21,64.64,32.7,1011.5,12.6,76.0,0.9,0.2,0,0,None,Ormara,Balochistan,0,0
2021-05-23,25.1227,62.3255,22.3,1010.1,0.0,73.6,0.6,0.2,0,0,None,Gwadar,Balochistan,0,0
2021-05-27,24.656,68.837,27.9,1010.3,0.0,77.9,0.9,0.1,0,0,None,Badin,Sindh,0,0
2021-05-31,24.7461,67.9239,24.0,1014.6,0.0,58.2,0.8,0.4,0,0,None,Thatta,Sindh,0,0
2021-06-04,25.21,64.64,26.2,1017.8,0.0,66.1,0.6,0.1,0,0,None,Ormara,Balochistan,0,0
2021-06-08,25.1227,62.3255,30.8,1006.5,0.0,56.9,0.9,0.1,0,0,None,Gwadar,Balochistan,0,0
2021-06-08,25.1709,62.3185,69.0,991.4,41.7,78.6,3.7,1.1,0,0,Cyclone Yaas remnants,Gwadar,Balochistan,0,3000
2021-06-09,25.0996,62.3666,58.6,994.4,36.9,75.8,2.5,1.5,0,0,Cyclone Yaas remnants,Gwadar,Balochistan,0,3000
2021-06-10,25.0344,62.4199,47.0,998.7,24.5,79.4,2.3,0.7,0,0,Cyclone Yaas remnants,Gwadar,Balochistan,0,3000
2021-06-11,25.0501,62.2954,40.0,1001.3,20.8,76.9,1.8,0.6,0,0,Cyclone Yaas remnants,Gwadar,Balochistan,0,3000
2021-06-12,24.656,68.837,33.1,1017.1,0.0,57.9,1.4,0.4,0,0,None,Badin,Sindh,0,0
2021-06-16,24.7461,67.9239,27.7,1014.7,0.0,55.6,0.5,0.5,0,0,None,Thatta,Sindh,0,0
2021-06-20,24.8607,67.0011,31.4,1012.3,0.0,64.8,0.9,0.2,0,0,None,Karachi,Sindh,0,0
2021-06-24,25.21,64.64,34.4,1009.0,13.9,65.4,0.7,0.3,0,0,None,Ormara,Balochistan,0,0
2021-06-28,25.1227,62.3255,20.5,1006.8,0.0,62.5,1.0,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-07-02,24.656,68.837,35.4,1008.5,0.0,68.2,0.8,0.5,0,0,None,Badin,Sindh,0,0
2021-07-06,24.7461,67.9239,23.4,1005.0,0.0,59.2,1.0,0.2,0,0,None,Thatta,Sindh,0,0
2021-07-10,24.8607,67.0011,19.4,1016.4,0.0,70.5,0.6,0.4,0,0,None,Karachi,Sindh,0,0
2021-07-14,25.21,64.64,33.6,1014.1,0.0,60.6,1.0,0.3,0,0,None,Ormara,Balochistan,0,0
2021-07-18,25.1227,62.3255,30.9,1008.8,0.0,63.9,1.1,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-07-22,24.656,68.837,31.0,1005.1,1.4,75.8,1.4,0.2,0,0,None,Badin,Sindh,0,0
2021-07-26,24.7461,67.9239,22.5,1013.8,13.8,74.8,0.5,0.3,0,0,None,Thatta,Sindh,0,0
2021-07-30,24.8607,67.0011,17.7,1015.5,0.0,75.4,1.1,0.1,0,0,None,Karachi,Sindh,0,0
2021-08-03,25.1227,62.3255,20.1,1008.0,5.1,74.6,1.2,0.4,0,0,None,Gwadar,Balochistan,0,0
2021-08-07,24.656,68.837,13.8,1011.7,0.0,65.9,0.9,0.3,0,0,None,Badin,Sindh,0,0
2021-08-11,24.7461,67.9239,24.4,1015.3,0.0,79.0,0.4,0.5,0,0,None,Thatta,Sindh,0,0
2021-08-15,24.8607,67.0011,13.5,1007.3,1.6,65.3,0.7,0.1,0,0,None,Karachi,Sindh,0,0
2021-08-19,25.21,64.64,11.6,1012.4,0.0,76.9,0.5,0.3,0,0,None,Ormara,Balochistan,0,0
2021-08-23,25.1227,62.3255,32.2,1015.5,0.0,77.3,0.4,0.1,0,0,None,Gwadar,Balochistan,0,0
2021-08-27,24.656,68.837,31.3,1008.5,2.7,57.7,1.4,0.5,0,0,None,Badin,Sindh,0,0
2021-08-31,24.7461,67.9239,11.4,1009.1,0.0,76.6,1.4,0.5,0,0,None,Thatta,Sindh,0,0
2021-09-04,25.21,64.64,14.1,1007.9,6.0,61.0,1.3,0.4,0,0,None,Ormara,Balochistan,0,0
2021-09-08,25.1227,62.3255,21.3,1011.8,7.8,77.0,0.9,0.5,0,0,None,Gwadar,Balochistan,0,0
2021-09-12,24.656,68.837,27.8,1012.6,9.1,63.7,1.1,0.3,0,0,None,Badin,Sindh,0,0
2021-09-16,24.7461,67.9239,10.9,1009.4,0.0,58.5,0.8,0.4,0,0,None,Thatta,Sindh,0,0
2021-09-20,24.8607,67.0011,35.4,1010.3,1.5,61.8,1.4,0.5,0,0,None,Karachi,Sindh,0,0
2021-09-24,25.21,64.64,26.0,1014.4,0.0,61.8,0.3,0.2,0,0,None,Ormara,Balochistan,0,0
2021-09-28,25.1227,62.3255,23.1,1012.3,0.0,63.0,1.2,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-10-02,24.656,68.837,35.2,1014.4,0.0,55.6,0.8,0.3,0,0,None,Badin,Sindh,0,0
2021-10-06,24.7461,67.9239,31.5,1016.6,7.6,63.6,0.4,0.1,0,0,None,Thatta,Sindh,0,0
2021-10-10,24.8607,67.0011,30.0,1015.7,0.0,69.6,0.3,0.3,0,0,None,Karachi,Sindh,0,0
2021-10-14,25.21,64.64,22.6,1006.3,0.0,69.2,1.0,0.4,0,0,None,Ormara,Balochistan,0,0
2021-10-18,25.1227,62.3255,26.7,1010.2,0.0,69.2,0.5,0.5,0,0,None,Gwadar,Balochistan,0,0
2021-10-18,24.9247,67.0741,60.7,995.1,47.9,71.6,2.8,0.5,0,0,Arabian Sea Low Pressure,Karachi,Sindh,2,10000
2021-10-22,24.656,68.837,30.5,1015.8,5.3,60.2,0.9,0.2,0,0,None,Badin,Sindh,0,0
2021-10-26,24.7461,67.9239,13.1,1016.9,13.0,59.7,0.7,0.3,0,0,None,Thatta,Sindh,0,0
2021-10-30,24.8607,67.0011,34.3,1010.8,0.0,63.0,1.3,0.4,0,0,None,Karachi,Sindh,0,0
2021-11-03,25.1227,62.3255,33.9,1015.5,6.3,64.6,1.3,0.5,0,0,None,Gwadar,Balochistan,0,0
2021-11-07,24.656,68.837,13.1,1014.3,0.0,57.0,1.0,0.4,0,0,None,Badin,Sindh,0,0
2021-11-10,25.246,64.7265,96.6,982.3,64.0,84.2,5.0,0.6,1,0,Cyclone Jawad,Ormara,Balochistan,1,4000
2021-11-11,24.7461,67.9239,35.2,1015.8,0.0,59.6,0.5,0.5,0,0,None,Thatta,Sindh,0,0
2021-11-15,24.8607,67.0011,24.9,1014.5,0.0,57.8,1.3,0.4,0,0,None,Karachi,Sindh,0,0
2021-11-19,25.21,64.64,21.6,1016.2,0.0,73.1,1.4,0.3,0,0,None,Ormara,Balochistan,0,0
2021-11-23,25.1227,62.3255,31.7,1005.8,0.0,64.6,1.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2021-11-27,24.656,68.837,20.8,1007.5,0.0,61.8,0.3,0.4,0,0,None,Badin,Sindh,0,0
2021-12-01,24.7461,67.9239,19.1,1012.5,0.0,61.2,0.7,0.3,0,0,None,Thatta,Sindh,0,0
2021-12-05,24.8607,67.0011,14.3,1014.4,1.7,63.2,1.0,0.2,0,0,None,Karachi,Sindh,0,0
2021-12-09,25.21,64.64,11.1,1017.0,6.1,68.7,0.5,0.5,0,0,None,Ormara,Balochistan,0,0
2021-12-13,25.1227,62.3255,29.2,1006.8,9.2,68.3,1.3,0.3,0,0,None,Gwadar,Balochistan,0,0
2021-12-17,24.656,68.837,35.0,1010.8,3.7,60.1,1.0,0.4,0,0,None,Badin,Sindh,0,0
2021-12-21,24.7461,67.9239,31.6,1007.6,8.6,70.3,0.5,0.3,0,0,None,Thatta,Sindh,0,0
2021-12-25,24.8607,67.0011,20.4,1011.2,0.0,65.6,1.1,0.2,0,0,None,Karachi,Sindh,0,0
2021-12-29,25.21,64.64,33.3,1014.5,0.0,64.6,1.2,0.4,0,0,None,Ormara,Balochistan,0,0
2022-01-02,24.656,68.837,27.5,1009.1,0.0,69.4,0.5,0.5,0,0,None,Badin,Sindh,0,0
2022-01-06,24.7461,67.9239,39.9,1006.2,0.0,73.0,1.1,0.2,0,0,None,Thatta,Sindh,0,0
2022-01-10,24.8607,67.0011,16.1,1008.3,0.0,57.8,1.0,0.2,0,0,None,Karachi,Sindh,0,0
2022-01-14,25.21,64.64,30.8,1006.9,0.0,60.6,0.5,0.3,0,0,None,Ormara,Balochistan,0,0
2022-01-18,25.1227,62.3255,28.1,1005.5,0.0,76.0,1.3,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-01-22,24.656,68.837,13.8,1017.5,0.0,70.1,1.4,0.2,0,0,None,Badin,Sindh,0,0
2022-01-26,24.7461,67.9239,24.2,1014.1,4.8,61.2,0.5,0.4,0,0,None,Thatta,Sindh,0,0
2022-01-30,24.8607,67.0011,24.1,1013.6,0.0,74.6,0.9,0.5,0,0,None,Karachi,Sindh,0,0
2022-02-03,25.1227,62.3255,21.7,1006.7,0.0,66.0,1.5,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-02-07,24.656,68.837,34.8,1009.2,0.0,74.6,0.4,0.3,0,0,None,Badin,Sindh,0,0
2022-02-11,24.7461,67.9239,34.7,1006.9,0.0,66.8,0.3,0.1,0,0,None,Thatta,Sindh,0,0
2022-02-15,24.8607,67.0011,18.3,1007.6,3.5,67.0,1.0,0.4,0,0,None,Karachi,Sindh,0,0
