date,latitude,longitude,rainfall_mm,river_level_m,flood_occurred,city,province,flood_cause,people_affected,deaths
2020-03-07,24.8607,67.0011,0.0,1.8,0,Karachi,Sindh,None,0,0
2020-03-07,34.0151,71.5249,87.5,5.52,1,Peshawar,KPK,Flash Flood,4836,0
2020-03-08,34.0151,71.5249,52.4,5.7,1,Peshawar,KPK,Flash Flood,4836,0
2020-03-09,34.0151,71.5249,40.1,5.45,1,Peshawar,KPK,Flash Flood,4836,0
2020-03-10,34.0151,71.5249,89.8,4.08,1,Peshawar,KPK,Flash Flood,4836,0
2020-03-10,30.1798,66.975,0.0,0.4,0,Quetta,Balochistan,None,0,0
2020-03-13,35.9221,74.3082,0.0,1.65,0,Gilgit,GB,None,0,0
2020-03-16,34.0151,71.5249,0.0,0.35,0,Peshawar,KPK,None,0,0
2020-03-19,27.7052,68.8574,0.0,0.4,0,Sukkur,Sindh,None,0,0
2020-03-22,31.5204,74.3587,0.0,1.09,0,Lahore,Punjab,None,0,0
2020-03-25,30.1575,71.5249,0.0,1.14,0,Multan,Punjab,None,0,0
2020-03-28,24.8607,67.0011,0.0,1.59,0,Karachi,Sindh,None,0,0
2020-03-31,30.1798,66.975,0.0,0.71,0,Quetta,Balochistan,None,0,0
2020-03-31,34.0151,71.5249,15.5,3.81,1,Peshawar,KPK,Heavy Rain,179,24
2020-04-01,34.0151,71.5249,23.6,3.86,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-02,34.0151,71.5249,15.7,3.98,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-03,34.0151,71.5249,10.8,3.22,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-03,30.1798,66.975,0.0,0.34,0,Quetta,Balochistan,None,0,0
2020-04-04,34.0151,71.5249,14.3,3.29,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-05,34.0151,71.5249,20.2,2.7,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-06,34.0151,71.5249,13.2,3.07,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-06,35.9221,74.3082,0.0,1.29,0,Gilgit,GB,None,0,0
2020-04-07,34.0151,71.5249,5.0,2.87,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-08,34.0151,71.5249,5.4,2.0,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-09,34.0151,71.5249,11.5,2.82,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-09,34.0151,71.5249,0.0,0.65,0,Peshawar,KPK,None,0,0
2020-04-10,34.0151,71.5249,10.3,1.91,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-11,34.0151,71.5249,3.9,2.29,1,Peshawar,KPK,Heavy Rain,179,0
2020-04-12,27.7052,68.8574,0.0,0.46,0,Sukkur,Sindh,None,0,0
2020-04-15,31.5204,74.3587,0.0,1.28,0,Lahore,Punjab,None,0,0
2020-04-18,30.1575,71.5249,0.0,0.66,0,Multan,Punjab,None,0,0
2020-04-21,24.8607,67.0011,0.0,1.55,0,Karachi,Sindh,None,0,0
2020-04-24,30.1798,66.975,0.0,0.61,0,Quetta,Balochistan,None,0,0
2020-04-27,35.9221,74.3082,0.0,0.32,0,Gilgit,GB,None,0,0
2020-04-30,34.0151,71.5249,0.0,0.34,0,Peshawar,KPK,None,0,0
2020-05-03,30.1798,66.975,0.0,0.93,0,Quetta,Balochistan,None,0,0
2020-05-06,35.9221,74.3082,0.0,0.81,0,Gilgit,GB,None,0,0
2020-05-09,34.0151,71.5249,0.0,1.19,0,Peshawar,KPK,None,0,0
2020-05-12,27.7052,68.8574,0.0,0.91,0,Sukkur,Sindh,None,0,0
2020-05-15,31.5204,74.3587,0.0,0.74,0,Lahore,Punjab,None,0,0
2020-05-18,30.1575,71.5249,0.0,0.51,0,Multan,Punjab,None,0,0
2020-05-21,24.8607,67.0011,0.0,1.64,0,Karachi,Sindh,None,0,0
2020-05-24,30.1798,66.975,0.0,0.33,0,Quetta,Balochistan,None,0,0
2020-05-27,35.9221,74.3082,0.0,1.25,0,Gilgit,GB,None,0,0
2020-05-30,34.0151,71.5249,0.0,1.55,0,Peshawar,KPK,None,0,0
2020-06-01,35.2227,72.4258,74.6,3.87,1,Swat,KPK,Flash Flood,5000,7
2020-06-02,35.2227,72.4258,59.0,4.46,1,Swat,KPK,Flash Flood,5000,0
2020-06-02,34.0151,71.5249,0.0,0.56,0,Peshawar,KPK,None,0,0
2020-06-03,35.2227,72.4258,76.5,3.78,1,Swat,KPK,Flash Flood,5000,0
2020-06-04,35.2227,72.4258,74.0,3.33,1,Swat,KPK,Flash Flood,5000,0
2020-06-05,27.7052,68.8574,0.0,1.67,0,Sukkur,Sindh,None,0,0
2020-06-05,35.2227,72.4258,85.4,2.59,1,Swat,KPK,Flash Flood,5000,0
2020-06-06,35.2227,72.4258,105.8,3.32,1,Swat,KPK,Flash Flood,5000,0
2020-06-07,35.2227,72.4258,89.8,3.26,1,Swat,KPK,Flash Flood,5000,0
2020-06-08,35.2227,72.4258,57.9,3.07,1,Swat,KPK,Flash Flood,5000,0
2020-06-08,31.5204,74.3587,0.0,0.71,0,Lahore,Punjab,None,0,0
2020-06-09,35.2227,72.4258,25.4,1.96,1,Swat,KPK,Flash Flood,5000,0
2020-06-10,35.2227,72.4258,19.6,1.94,1,Swat,KPK,Flash Flood,5000,0
2020-06-11,30.1575,71.5249,0.0,1.54,0,Multan,Punjab,None,0,0
2020-06-11,35.2227,72.4258,32.0,1.71,1,Swat,KPK,Flash Flood,5000,0
2020-06-12,35.2227,72.4258,47.8,1.79,1,Swat,KPK,Flash Flood,5000,0
2020-06-14,24.8607,67.0011,0.0,0.51,0,Karachi,Sindh,None,0,0
2020-06-17,30.1798,66.975,0.0,1.2,0,Quetta,Balochistan,None,0,0
2020-06-20,35.9221,74.3082,0.0,0.56,0,Gilgit,GB,None,0,0
2020-06-23,34.0151,71.5249,0.0,0.87,0,Peshawar,KPK,None,0,0
2020-06-26,27.7052,68.8574,0.0,0.55,0,Sukkur,Sindh,None,0,0
2020-06-29,31.5204,74.3587,0.0,1.2,0,Lahore,Punjab,None,0,0
2020-07-02,34.0151,71.5249,0.0,0.73,0,Peshawar,KPK,None,0,0
2020-07-05,27.7052,68.8574,0.0,0.75,0,Sukkur,Sindh,None,0,0
2020-07-08,31.5204,74.3587,0.0,1.3,0,Lahore,Punjab,None,0,0
2020-07-11,30.1575,71.5249,0.0,0.62,0,Multan,Punjab,None,0,0
2020-07-14,24.8607,67.0011,0.0,1.19,0,Karachi,Sindh,None,0,0
2020-07-17,30.1798,66.975,0.0,1.2,0,Quetta,Balochistan,None,0,0
2020-07-20,35.9221,74.3082,0.0,0.46,0,Gilgit,GB,None,0,0
2020-07-23,34.0151,71.5249,0.0,1.04,0,Peshawar,KPK,None,0,0
2020-07-26,27.7052,68.8574,0.0,0.67,0,Sukkur,Sindh,None,0,0
2020-07-29,31.5204,74.3587,0.0,1.34,0,Lahore,Punjab,None,0,0
2020-08-01,31.5204,74.3587,0.0,0.84,0,Lahore,Punjab,None,0,0
2020-08-01,25.396,68.3578,223.0,8.55,1,Hyderabad,Sindh,Monsoon,500000,150
2020-08-01,27.7052,68.8574,196.6,8.24,1,Sukkur,Sindh,Monsoon,400000,100
2020-08-02,25.396,68.3578,149.1,7.91,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-02,27.7052,68.8574,224.3,9.04,1,Sukkur,Sindh,Monsoon,400000,0
2020-08-03,25.396,68.3578,90.0,7.96,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-03,27.7052,68.8574,179.8,8.59,1,Sukkur,Sindh,Monsoon,400000,0
2020-08-04,25.396,68.3578,137.9,7.3,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-04,30.1575,71.5249,1.0,0.51,0,Multan,Punjab,None,0,0
2020-08-05,25.396,68.3578,72.6,6.72,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-05,24.8607,67.0011,8.1,7.57,1,Karachi,Sindh,Urban Flood,200000,90
2020-08-06,25.396,68.3578,146.0,7.19,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-06,24.8607,67.0011,9.9,6.8,1,Karachi,Sindh,Urban Flood,200000,0
2020-08-07,24.8607,67.0011,12.0,7.06,1,Karachi,Sindh,Urban Flood,200000,0
2020-08-07,25.396,68.3578,115.9,6.89,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-07,24.8607,67.0011,0.0,0.58,0,Karachi,Sindh,None,0,0
2020-08-08,25.396,68.3578,101.9,6.39,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-08,24.8607,67.0011,18.8,6.24,1,Karachi,Sindh,Urban Flood,200000,0
2020-08-09,25.396,68.3578,97.4,5.34,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-09,24.8607,67.0011,22.6,5.37,1,Karachi,Sindh,Urban Flood,200000,0
2020-08-10,30.1798,66.975,0.0,1.4,0,Quetta,Balochistan,None,0,0
2020-08-10,25.396,68.3578,36.8,4.81,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-10,30.1798,66.975,111.4,6.57,1,Quetta,Balochistan,Flash Flood,150000,60
2020-08-10,24.8607,67.0011,17.9,5.48,1,Karachi,Sindh,Urban Flood,200000,0
2020-08-11,30.1798,66.975,196.7,7.48,1,Quetta,Balochistan,Flash Flood,150000,0
2020-08-11,25.396,68.3578,70.5,4.67,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-11,24.8607,67.0011,7.4,5.54,1,Karachi,Sindh,Urban Flood,200000,0
2020-08-12,25.396,68.3578,66.0,4.28,1,Hyderabad,Sindh,Monsoon,500000,0
2020-08-12,30.1798,66.975,139.7,7.19,1,Quetta,Balochistan,Flash Flood,150000,0
2020-08-13,30.1798,66.975,147.1,5.63,1,Quetta,Balochistan,Flash Flood,150000,0
2020-08-13,35.9221,74.3082,0.0,1.34,0,Gilgit,GB,None,0,0
2020-08-14,30.1798,66.975,141.3,5.86,1,Quetta,Balochistan,Flash Flood,150000,0
2020-08-15,30.0631,70.6339,202.4,6.5,1,DG Khan,Punjab,Monsoon,300000,40
2020-08-15,30.1798,66.975,116.5,6.03,1,Quetta,Balochistan,Flash Flood,150000,0
2020-08-16,34.0151,71.5249,0.0,1.03,0,Peshawar,KPK,None,0,0
2020-08-16,30.1798,66.975,60.3,4.53,1,Quetta,Balochistan,Flash Flood,150000,0
2020-08-16,30.0631,70.6339,134.0,6.75,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-17,30.0631,70.6339,92.1,6.81,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-18,30.0631,70.6339,130.0,6.7,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-19,27.7052,68.8574,2.3,1.72,0,Sukkur,Sindh,None,0,0
2020-08-19,30.0631,70.6339,88.2,5.59,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-20,30.0631,70.6339,66.2,5.21,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-21,30.0631,70.6339,96.3,5.12,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-22,30.0631,70.6339,39.8,4.56,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-22,31.5204,74.3587,0.0,1.69,0,Lahore,Punjab,None,0,0
2020-08-23,30.0631,70.6339,45.1,4.73,1,DG Khan,Punjab,Monsoon,300000,0
2020-08-25,30.1575,71.5249,0.0,1.67,0,Multan,Punjab,None,0,0
2020-08-28,24.8607,67.0011,0.0,0.75,0,Karachi,Sindh,None,0,0
2020-08-31,30.1798,66.975,9.3,1.72,0,Quetta,Balochistan,None,0,0
2020-09-01,27.557,68.2247,163.0,5.07,1,Larkana,Sindh,Monsoon,100000,20
2020-09-02,27.557,68.2247,102.3,5.43,1,Larkana,Sindh,Monsoon,100000,0
2020-09-03,30.1798,66.975,0.0,1.57,0,Quetta,Balochistan,None,0,0
2020-09-03,27.557,68.2247,170.1,4.14,1,Larkana,Sindh,Monsoon,100000,0
2020-09-06,35.9221,74.3082,0.0,0.36,0,Gilgit,GB,None,0,0
2020-09-09,34.0151,71.5249,0.0,0.48,0,Peshawar,KPK,None,0,0
2020-09-12,27.7052,68.8574,0.0,0.81,0,Sukkur,Sindh,None,0,0
2020-09-15,31.5204,74.3587,0.0,0.77,0,Lahore,Punjab,None,0,0
2020-09-18,30.1575,71.5249,0.0,0.78,0,Multan,Punjab,None,0,0
2020-09-21,24.8607,67.0011,0.0,1.22,0,Karachi,Sindh,None,0,0
2020-09-24,30.1798,66.975,0.0,1.61,0,Quetta,Balochistan,None,0,0
2020-09-27,35.9221,74.3082,0.0,1.09,0,Gilgit,GB,None,0,0
2020-09-30,34.0151,71.5249,0.0,1.8,0,Peshawar,KPK,None,0,0
2020-10-03,30.1798,66.975,0.0,0.9,0,Quetta,Balochistan,None,0,0
2020-10-06,35.9221,74.3082,0.0,1.61,0,Gilgit,GB,None,0,0
2020-10-09,34.0151,71.5249,0.0,0.93,0,Peshawar,KPK,None,0,0
2020-10-12,27.7052,68.8574,0.0,0.66,0,Sukkur,Sindh,None,0,0
2020-10-15,31.5204,74.3587,0.0,0.73,0,Lahore,Punjab,None,0,0
2020-10-18,30.1575,71.5249,0.0,0.36,0,Multan,Punjab,None,0,0
2020-10-21,24.8607,67.0011,0.3,0.94,0,Karachi,Sindh,None,0,0
2020-10-24,30.1798,66.975,0.0,0.63,0,Quetta,Balochistan,None,0,0
2020-10-27,35.9221,74.3082,0.0,0.43,0,Gilgit,GB,None,0,0
2020-10-30,34.0151,71.5249,0.0,1.72,0,Peshawar,KPK,None,0,0
2020-11-02,34.0151,71.5249,0.0,0.55,0,Peshawar,KPK,None,0,0
2020-11-05,27.7052,68.8574,0.0,1.71,0,Sukkur,Sindh,None,0,0
2020-11-08,31.5204,74.3587,0.0,1.07,0,Lahore,Punjab,None,0,0
2020-11-11,30.1575,71.5249,0.0,0.63,0,Multan,Punjab,None,0,0
2020-11-14,24.8607,67.0011,0.0,0.83,0,Karachi,Sindh,None,0,0
2020-11-17,30.1798,66.975,0.7,1.63,0,Quetta,Balochistan,None,0,0
2020-11-20,35.9221,74.3082,9.3,0.56,0,Gilgit,GB,None,0,0
2020-11-23,34.0151,71.5249,0.0,1.34,0,Peshawar,KPK,None,0,0
2020-11-26,27.7052,68.8574,0.0,0.64,0,Sukkur,Sindh,None,0,0
2020-11-29,31.5204,74.3587,0.0,1.19,0,Lahore,Punjab,None,0,0
2020-12-02,34.0151,71.5249,0.0,1.62,0,Peshawar,KPK,None,0,0
2020-12-05,27.7052,68.8574,0.0,1.63,0,Sukkur,Sindh,None,0,0
2020-12-08,31.5204,74.3587,0.0,1.51,0,Lahore,Punjab,None,0,0
2020-12-11,30.1575,71.5249,0.0,0.43,0,Multan,Punjab,None,0,0
2020-12-14,24.8607,67.0011,0.0,0.69,0,Karachi,Sindh,None,0,0
2020-12-17,30.1798,66.975,0.0,0.42,0,Quetta,Balochistan,None,0,0
2020-12-20,35.9221,74.3082,0.0,0.41,0,Gilgit,GB,None,0,0
2020-12-23,34.0151,71.5249,0.0,1.02,0,Peshawar,KPK,None,0,0
2020-12-26,27.7052,68.8574,0.0,0.82,0,Sukkur,Sindh,None,0,0
2020-12-29,31.5204,74.3587,0.0,0.7,0,Lahore,Punjab,None,0,0
2021-01-01,31.5204,74.3587,0.0,1.29,0,Lahore,Punjab,None,0,0
2021-01-04,30.1575,71.5249,0.0,1.36,0,Multan,Punjab,None,0,0
2021-01-07,24.8607,67.0011,0.0,1.32,0,Karachi,Sindh,None,0,0
2021-01-10,30.1798,66.975,0.0,0.54,0,Quetta,Balochistan,None,0,0
2021-01-13,35.9221,74.3082,0.0,0.34,0,Gilgit,GB,None,0,0
2021-01-16,34.0151,71.5249,0.0,0.8,0,Peshawar,KPK,None,0,0
2021-01-19,27.7052,68.8574,0.0,1.53,0,Sukkur,Sindh,None,0,0
2021-01-22,31.5204,74.3587,0.0,0.31,0,Lahore,Punjab,None,0,0
2021-01-25,30.1575,71.5249,0.0,1.77,0,Multan,Punjab,None,0,0
2021-01-28,24.8607,67.0011,0.0,1.25,0,Karachi,Sindh,None,0,0
2021-01-31,30.1798,66.975,0.0,0.46,0,Quetta,Balochistan,None,0,0
2021-02-03,30.1798,66.975,0.0,1.74,0,Quetta,Balochistan,None,0,0
2021-02-06,35.9221,74.3082,0.0,1.7,0,Gilgit,GB,None,0,0
2021-02-09,34.0151,71.5249,1.1,1.33,0,Peshawar,KPK,None,0,0
2021-02-12,27.7052,68.8574,0.0,1.36,0,Sukkur,Sindh,None,0,0
2021-02-15,31.5204,74.3587,0.0,0.82,0,Lahore,Punjab,None,0,0
2021-02-18,30.1575,71.5249,0.0,1.61,0,Multan,Punjab,None,0,0
2021-02-21,24.8607,67.0011,9.7,1.42,0,Karachi,Sindh,None,0,0
2021-02-24,30.1798,66.975,0.0,0.34,0,Quetta,Balochistan,None,0,0
2021-02-27,35.9221,74.3082,0.0,1.03,0,Gilgit,GB,None,0,0
2021-03-02,34.0151,71.5249,0.0,0.97,0,Peshawar,KPK,None,0,0
2021-03-05,27.7052,68.8574,2.8,0.94,0,Sukkur,Sindh,None,0,0
2021-03-08,31.5204,74.3587,0.0,1.49,0,Lahore,Punjab,None,0,0
2021-03-11,30.1575,71.5249,0.0,0.42,0,Multan,Punjab,None,0,0
2021-03-14,24.8607,67.0011,0.0,0.71,0,Karachi,Sindh,None,0,0
2021-03-17,30.1798,66.975,0.0,0.95,0,Quetta,Balochistan,None,0,0
2021-03-20,35.9221,74.3082,0.0,1.26,0,Gilgit,GB,None,0,0
2021-03-22,34.0151,71.5249,20.4,3.37,1,Peshawar,KPK,Heavy Rain,256,2
2021-03-23,34.0151,71.5249,0.0,1.78,0,Peshawar,KPK,None,0,0
2021-03-23,34.0151,71.5249,28.0,3.0,1,Peshawar,KPK,Heavy Rain,256,0
2021-03-24,34.0151,71.5249,19.7,2.89,1,Peshawar,KPK,Heavy Rain,256,0
2021-03-25,34.0151,71.5249,21.1,1.92,1,Peshawar,KPK,Heavy Rain,256,0
2021-03-26,27.7052,68.8574,0.0,0.64,0,Sukkur,Sindh,None,0,0
2021-03-26,34.0151,71.5249,14.3,2.07,1,Peshawar,KPK,Heavy Rain,256,0
2021-03-29,31.5204,74.3587,0.0,1.28,0,Lahore,Punjab,None,0,0
2021-04-01,31.5204,74.3587,0.0,1.01,0,Lahore,Punjab,None,0,0
2021-04-04,30.1575,71.5249,0.0,1.6,0,Multan,Punjab,None,0,0
2021-04-07,24.8607,67.0011,0.0,1.57,0,Karachi,Sindh,None,0,0
2021-04-10,30.1798,66.975,0.0,0.5,0,Quetta,Balochistan,None,0,0
2021-04-13,35.9221,74.3082,0.4,1.22,0,Gilgit,GB,None,0,0
2021-04-16,34.0151,71.5249,0.0,0.48,0,Peshawar,KPK,None,0,0
2021-04-19,27.7052,68.8574,0.0,0.95,0,Sukkur,Sindh,None,0,0
2021-04-22,31.5204,74.3587,0.0,0.4,0,Lahore,Punjab,None,0,0
2021-04-25,30.1575,71.5249,0.0,1.5,0,Multan,Punjab,None,0,0
2021-04-28,24.8607,67.0011,0.0,0.32,0,Karachi,Sindh,None,0,0
2021-05-01,31.5204,74.3587,0.0,1.02,0,Lahore,Punjab,None,0,0
2021-05-04,30.1575,71.5249,0.0,1.34,0,Multan,Punjab,None,0,0
2021-05-07,24.8607,67.0011,0.0,0.36,0,Karachi,Sindh,None,0,0
2021-05-10,30.1798,66.975,0.0,0.66,0,Quetta,Balochistan,None,0,0
2021-05-13,35.9221,74.3082,0.0,1.05,0,Gilgit,GB,None,0,0
2021-05-16,34.0151,71.5249,0.0,1.14,0,Peshawar,KPK,None,0,0
2021-05-19,27.7052,68.8574,0.0,1.08,0,Sukkur,Sindh,None,0,0
2021-05-22,31.5204,74.3587,0.0,0.35,0,Lahore,Punjab,None,0,0
2021-05-25,30.1575,71.5249,0.0,0.5,0,Multan,Punjab,None,0,0
2021-05-28,24.8607,67.0011,0.0,1.5,0,Karachi,Sindh,None,0,0
2021-05-31,30.1798,66.975,0.0,0.46,0,Quetta,Balochistan,None,0,0
2021-06-03,30.1798,66.975,0.0,0.35,0,Quetta,Balochistan,None,0,0
2021-06-06,35.9221,74.3082,0.0,1.11,0,Gilgit,GB,None,0,0
2021-06-09,34.0151,71.5249,0.0,1.37,0,Peshawar,KPK,None,0,0
2021-06-12,27.7052,68.8574,0.0,1.52,0,Sukkur,Sindh,None,0,0
2021-06-15,31.5204,74.3587,0.0,1.12,0,Lahore,Punjab,None,0,0
2021-06-18,30.1575,71.5249,0.0,1.27,0,Multan,Punjab,None,0,0
2021-06-21,24.8607,67.0011,0.0,0.42,0,Karachi,Sindh,None,0,0
2021-06-24,30.1798,66.975,0.0,0.54,0,Quetta,Balochistan,None,0,0
2021-06-27,35.9221,74.3082,0.0,1.76,0,Gilgit,GB,None,0,0
2021-06-30,34.0151,71.5249,0.0,1.48,0,Peshawar,KPK,None,0,0
2021-07-01,31.5204,74.3587,148.6,7.16,1,Lahore,Punjab,Monsoon,80000,50
2021-07-02,31.5204,74.3587,183.6,6.62,1,Lahore,Punjab,Monsoon,80000,0
2021-07-03,30.1798,66.975,0.0,1.13,0,Quetta,Balochistan,None,0,0
2021-07-03,31.5204,74.3587,80.1,6.81,1,Lahore,Punjab,Monsoon,80000,0
2021-07-04,31.5204,74.3587,106.1,5.33,1,Lahore,Punjab,Monsoon,80000,0
2021-07-05,31.5204,74.3587,58.3,5.66,1,Lahore,Punjab,Monsoon,80000,0
2021-07-06,35.9221,74.3082,0.0,1.79,0,Gilgit,GB,None,0,0
2021-07-06,31.5204,74.3587,124.9,4.45,1,Lahore,Punjab,Monsoon,80000,0
2021-07-09,34.0151,71.5249,0.0,0.6,0,Peshawar,KPK,None,0,0
2021-07-12,27.7052,68.8574,0.0,0.35,0,Sukkur,Sindh,None,0,0
2021-07-15,31.5204,74.3587,0.0,1.6,0,Lahore,Punjab,None,0,0
2021-07-15,24.8607,67.0011,37.7,3.77,1,Karachi,Sindh,Urban Flood,50000,30
2021-07-16,24.8607,67.0011,9.4,4.43,1,Karachi,Sindh,Urban Flood,50000,0
2021-07-17,24.8607,67.0011,18.3,3.63,1,Karachi,Sindh,Urban Flood,50000,0
2021-07-18,30.1575,71.5249,0.0,0.94,0,Multan,Punjab,None,0,0
2021-07-21,24.8607,67.0011,0.0,1.78,0,Karachi,Sindh,None,0,0
2021-07-24,30.1798,66.975,0.0,1.17,0,Quetta,Balochistan,None,0,0
2021-07-27,35.9221,74.3082,0.0,1.03,0,Gilgit,GB,None,0,0
2021-07-28,35.2227,72.4258,104.4,3.43,1,Swat,KPK,Flash Flood,97,5
2021-07-29,35.2227,72.4258,91.8,4.37,1,Swat,KPK,Flash Flood,97,0
2021-07-30,34.0151,71.5249,8.7,0.93,0,Peshawar,KPK,None,0,0
2021-07-30,35.2227,72.4258,207.0,2.94,1,Swat,KPK,Flash Flood,97,0
2021-07-31,35.2227,72.4258,155.6,3.72,1,Swat,KPK,Flash Flood,97,0
2021-08-01,34.1453,71.7306,237.4,7.29,1,Charsadda,KPK,Monsoon,120000,40
2021-08-01,35.2227,72.4258,125.5,3.05,1,Swat,KPK,Flash Flood,97,0
2021-08-02,34.0151,71.5249,0.0,1.67,0,Peshawar,KPK,None,0,0
2021-08-02,34.1453,71.7306,248.4,6.09,1,Charsadda,KPK,Monsoon,120000,0
2021-08-02,35.2227,72.4258,74.6,2.21,1,Swat,KPK,Flash Flood,97,0
2021-08-03,34.1453,71.7306,232.3,6.57,1,Charsadda,KPK,Monsoon,120000,0
2021-08-03,35.2227,72.4258,130.2,3.18,1,Swat,KPK,Flash Flood,97,0
2021-08-04,35.2227,72.4258,87.8,2.23,1,Swat,KPK,Flash Flood,97,0
2021-08-05,27.7052,68.8574,0.0,1.25,0,Sukkur,Sindh,None,0,0
2021-08-08,31.5204,74.3587,0.0,1.37,0,Lahore,Punjab,None,0,0
2021-08-10,30.1575,71.5249,109.0,6.5,1,Multan,Punjab,Monsoon,90000,25
2021-08-11,30.1575,71.5249,0.0,0.66,0,Multan,Punjab,None,0,0
2021-08-14,24.8607,67.0011,0.0,1.58,0,Karachi,Sindh,None,0,0
2021-08-17,30.1798,66.975,0.0,1.61,0,Quetta,Balochistan,None,0,0
2021-08-20,35.9221,74.3082,0.0,0.84,0,Gilgit,GB,None,0,0
2021-08-23,34.0151,71.5249,0.0,0.89,0,Peshawar,KPK,None,0,0
2021-08-26,27.7052,68.8574,0.0,1.29,0,Sukkur,Sindh,None,0,0
2021-08-29,31.5204,74.3587,0.0,0.5,0,Lahore,Punjab,None,0,0
2021-09-01,31.5204,74.3587,0.0,0.65,0,Lahore,Punjab,None,0,0
2021-09-01,30.1798,66.975,19.1,4.59,1,Quetta,Balochistan,Heavy Rain,70000,30
2021-09-02,30.1798,66.975,26.1,5.51,1,Quetta,Balochistan,Heavy Rain,70000,0
2021-09-03,30.1798,66.975,9.5,4.01,1,Quetta,Balochistan,Heavy Rain,70000,0
2021-09-04,30.1798,66.975,12.6,4.04,1,Quetta,Balochistan,Heavy Rain,70000,0
2021-09-04,30.1575,71.5249,0.0,1.08,0,Multan,Punjab,None,0,0
2021-09-07,24.8607,67.0011,0.0,0.95,0,Karachi,Sindh,None,0,0
2021-09-10,30.1798,66.975,0.0,1.36,0,Quetta,Balochistan,None,0,0
2021-09-11,35.2227,72.4258,121.1,4.87,1,Swat,KPK,Flash Flood,4,19
